ABSENCE [('Ost-Berlin', 0.24294942617416382), ('sowjetischen_Streitkraefte', 0.24120886623859406), ('Kriegszeiten', 0.23022602498531342), ('Otto_Grotewohl', 0.22882062196731567), ('DDR-', 0.2279011607170105), ('Frankfurter_Westend', 0.2263510525226593), ('DDR-Regimes', 0.22561179101467133), ('Rabat', 0.22538001835346222), ('DDR-Buerger', 0.224553644657135), ('DDR', 0.22431010007858276)] Abwesenheit 0
MONTH [('NJW', 0.23526988923549652), ('Steuern_hinterzogen', 0.21202361583709717), ('Schuldscheine', 0.21195168793201447), ('Faelschung', 0.20288877189159393), ('betruebt', 0.20265766978263855), ('davongekommen', 0.19489331543445587), ('eingetragenen_Kulturdenkmale', 0.19477079808712006), ('Vermaechtnisse', 0.19431796669960022), ('foedus', 0.19403864443302155), ('Frontsoldat', 0.1929146945476532)] Monat 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Mond 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Trabant 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Satellit 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Mond 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Monat 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Mond 0
MOON [('zurueckgehend', 0.22634346783161163), ('Profi-Boxer', 0.22293348610401154), ('Boreas', 0.21335379779338837), ('Caracallas', 0.20763130486011505), ('Amateurboxer', 0.2057911455631256), ('Karthago', 0.20488375425338745), ('Parther', 0.20383834838867188), ('Juliane_Schenk', 0.20314301550388336), ('IBO', 0.20308171212673187), ('Architekturpreise', 0.20218978822231293)] Mond 0
Morning [('beim_Eurovision', 0.19265933334827423), ('Song_Contest', 0.15870657563209534), ('land', 0.15459249913692474), ('Vilhelm', 0.15453563630580902), ('Poe', 0.14993198215961456), ('Klint', 0.1471763253211975), ('Das_Teilnehmerfeld', 0.14661233127117157), ('Møn', 0.14285996556282043), ('Fuenen', 0.14068089425563812), ('altnordisch', 0.14062535762786865)] Morgen 0
Morning [('beim_Eurovision', 0.19265933334827423), ('Song_Contest', 0.15870657563209534), ('land', 0.15459249913692474), ('Vilhelm', 0.15453563630580902), ('Poe', 0.14993198215961456), ('Klint', 0.1471763253211975), ('Das_Teilnehmerfeld', 0.14661233127117157), ('Møn', 0.14285996556282043), ('Fuenen', 0.14068089425563812), ('altnordisch', 0.14062535762786865)] Vormittag 0
Morning [('beim_Eurovision', 0.19265933334827423), ('Song_Contest', 0.15870657563209534), ('land', 0.15459249913692474), ('Vilhelm', 0.15453563630580902), ('Poe', 0.14993198215961456), ('Klint', 0.1471763253211975), ('Das_Teilnehmerfeld', 0.14661233127117157), ('Møn', 0.14285996556282043), ('Fuenen', 0.14068089425563812), ('altnordisch', 0.14062535762786865)] Morgen 0
Morrow [('Aussenbuergerschaft_innerhalb', 0.22509415447711945), ('Studienobjekt', 0.22227798402309418), ('dotiert', 0.2157018482685089), ('Umwelt_Geotop', 0.21409785747528076), ('land-_forstwirtschaftlich', 0.21291673183441162), ('Denkmalpflege_erfasst', 0.21103344857692719), ('Bayerischen_Landesamt', 0.2092256098985672), ('durchziehenden', 0.2080022692680359), ('namengebend', 0.20513498783111572), ('Aby_Warburg', 0.20336733758449554)] Morgen 0
morsel [('befuhr_Strecke', 0.2650345265865326), ('Flachetappe', 0.25917527079582214), ('weiblicher', 0.2590559422969818), ('Hessens_Verkehrsminister', 0.2577342689037323), ('CDU-Opposition', 0.25275957584381104), ('Tempolimit', 0.2513883709907532), ('schweres_Geschuetz', 0.250423401594162), ('kuerzesten', 0.24979577958583832), ('weltbester', 0.24951627850532532), ('Sieger', 0.24929143488407135)] Happen 0
Mountain [('niederlaendischen_Meesterklasse', 0.25231704115867615), ('folgenden_Saisons', 0.2517748773097992), ('Belegte', 0.24195288121700287), ('verschlissen', 0.24163830280303955), ('russischen_Mannschaftsmeisterschaft', 0.24149090051651), ('Bundesligaspielen', 0.23682568967342377), ('heruntergekommen', 0.23418155312538147), ('vierzehnmal', 0.23313386738300323), ('chinesischen_Mannschaftsmeisterschaft', 0.2303391396999359), ('beschaedigt_zerstoert', 0.22668619453907013)] berg 0
Mountain [('niederlaendischen_Meesterklasse', 0.25231704115867615), ('folgenden_Saisons', 0.2517748773097992), ('Belegte', 0.24195288121700287), ('verschlissen', 0.24163830280303955), ('russischen_Mannschaftsmeisterschaft', 0.24149090051651), ('Bundesligaspielen', 0.23682568967342377), ('heruntergekommen', 0.23418155312538147), ('vierzehnmal', 0.23313386738300323), ('chinesischen_Mannschaftsmeisterschaft', 0.2303391396999359), ('beschaedigt_zerstoert', 0.22668619453907013)] Haufen 0
Mountain [('niederlaendischen_Meesterklasse', 0.25231704115867615), ('folgenden_Saisons', 0.2517748773097992), ('Belegte', 0.24195288121700287), ('verschlissen', 0.24163830280303955), ('russischen_Mannschaftsmeisterschaft', 0.24149090051651), ('Bundesligaspielen', 0.23682568967342377), ('heruntergekommen', 0.23418155312538147), ('vierzehnmal', 0.23313386738300323), ('chinesischen_Mannschaftsmeisterschaft', 0.2303391396999359), ('beschaedigt_zerstoert', 0.22668619453907013)] berg 0
mS [('Verantwortlich', 0.22369959950447083), ('Arvidsjaur', 0.2179216891527176), ('Kommunalverfassung', 0.20963676273822784), ('Hasloh', 0.20923396944999695), ('Naturschutz_BfN', 0.2086469978094101), ('entsprechend_reichseinheitlichen', 0.20736218988895416), ('Bau-_Kunstdenkmale', 0.2072724848985672), ('Wasserwirtschaft_Kuesten-', 0.20612108707427979), ('Grafschaft_Hohenstein', 0.20572763681411743), ('Zuge_Kreisreform', 0.20297771692276)] frau 0
mS [('Verantwortlich', 0.22369959950447083), ('Arvidsjaur', 0.2179216891527176), ('Kommunalverfassung', 0.20963676273822784), ('Hasloh', 0.20923396944999695), ('Naturschutz_BfN', 0.2086469978094101), ('entsprechend_reichseinheitlichen', 0.20736218988895416), ('Bau-_Kunstdenkmale', 0.2072724848985672), ('Wasserwirtschaft_Kuesten-', 0.20612108707427979), ('Grafschaft_Hohenstein', 0.20572763681411743), ('Zuge_Kreisreform', 0.20297771692276)] frau 0
mS [('Verantwortlich', 0.22369959950447083), ('Arvidsjaur', 0.2179216891527176), ('Kommunalverfassung', 0.20963676273822784), ('Hasloh', 0.20923396944999695), ('Naturschutz_BfN', 0.2086469978094101), ('entsprechend_reichseinheitlichen', 0.20736218988895416), ('Bau-_Kunstdenkmale', 0.2072724848985672), ('Wasserwirtschaft_Kuesten-', 0.20612108707427979), ('Grafschaft_Hohenstein', 0.20572763681411743), ('Zuge_Kreisreform', 0.20297771692276)] frau 0
much [('Teil_Europastrasse', 0.28324657678604126), ('Rueckenlinie', 0.2808563709259033), ('gruenlich', 0.2720367908477783), ('Koerperfaerbung', 0.26652950048446655), ('Fv', 0.26037856936454773), ('roetlichbraun', 0.2591894567012787), ('gelblich_gruen', 0.2582460939884186), ('weisslich', 0.25763094425201416), ('Mega-Yacht', 0.2567797005176544), ('Drei_Reiche', 0.2545963525772095)] Viel 0
much [('Teil_Europastrasse', 0.28324657678604126), ('Rueckenlinie', 0.2808563709259033), ('gruenlich', 0.2720367908477783), ('Koerperfaerbung', 0.26652950048446655), ('Fv', 0.26037856936454773), ('roetlichbraun', 0.2591894567012787), ('gelblich_gruen', 0.2582460939884186), ('weisslich', 0.25763094425201416), ('Mega-Yacht', 0.2567797005176544), ('Drei_Reiche', 0.2545963525772095)] Viel 0
mug [('Ostdeutschlands', 0.2605261206626892), ('suedlichen_Ostseeraum', 0.2511003017425537), ('Zinspolitik', 0.24093642830848694), ('Alpenraums', 0.23805470764636993), ('Hegemonialmacht', 0.23290365934371948), ('Frankreichs_Englands', 0.23151913285255432), ('Sein_Hauptaugenmerk', 0.23006728291511536), ('Nordregion', 0.22944094240665436), ('eingeschaetzten', 0.2288312464952469), ('protektionistischen', 0.22865821421146393)] Idiot 0
mug [('Ostdeutschlands', 0.2605261206626892), ('suedlichen_Ostseeraum', 0.2511003017425537), ('Zinspolitik', 0.24093642830848694), ('Alpenraums', 0.23805470764636993), ('Hegemonialmacht', 0.23290365934371948), ('Frankreichs_Englands', 0.23151913285255432), ('Sein_Hauptaugenmerk', 0.23006728291511536), ('Nordregion', 0.22944094240665436), ('eingeschaetzten', 0.2288312464952469), ('protektionistischen', 0.22865821421146393)] Becher 0
mug [('Ostdeutschlands', 0.2605261206626892), ('suedlichen_Ostseeraum', 0.2511003017425537), ('Zinspolitik', 0.24093642830848694), ('Alpenraums', 0.23805470764636993), ('Hegemonialmacht', 0.23290365934371948), ('Frankreichs_Englands', 0.23151913285255432), ('Sein_Hauptaugenmerk', 0.23006728291511536), ('Nordregion', 0.22944094240665436), ('eingeschaetzten', 0.2288312464952469), ('protektionistischen', 0.22865821421146393)] Gesicht 0
mug [('Ostdeutschlands', 0.2605261206626892), ('suedlichen_Ostseeraum', 0.2511003017425537), ('Zinspolitik', 0.24093642830848694), ('Alpenraums', 0.23805470764636993), ('Hegemonialmacht', 0.23290365934371948), ('Frankreichs_Englands', 0.23151913285255432), ('Sein_Hauptaugenmerk', 0.23006728291511536), ('Nordregion', 0.22944094240665436), ('eingeschaetzten', 0.2288312464952469), ('protektionistischen', 0.22865821421146393)] Visage 0
mug [('Ostdeutschlands', 0.2605261206626892), ('suedlichen_Ostseeraum', 0.2511003017425537), ('Zinspolitik', 0.24093642830848694), ('Alpenraums', 0.23805470764636993), ('Hegemonialmacht', 0.23290365934371948), ('Frankreichs_Englands', 0.23151913285255432), ('Sein_Hauptaugenmerk', 0.23006728291511536), ('Nordregion', 0.22944094240665436), ('eingeschaetzten', 0.2288312464952469), ('protektionistischen', 0.22865821421146393)] ausrauben 0
MULTIPLE [('Abwurf_Atombombe', 0.24263682961463928), ('Atombombenabwurf', 0.24007122218608856), ('Kriegsereignisse', 0.2335863709449768), ('Kriegszeiten', 0.2324407696723938), ('Militaerflieger', 0.23192967474460602), ('Catos', 0.23152001202106476), ('direkter_Nachfolger', 0.22865289449691772), ('Ausbruchs_Ersten', 0.22795340418815613), ('Jagd-U-Boot', 0.2276841402053833), ('Jagdbomber', 0.22740890085697174)] mehrere 0
MULTIPLE [('Abwurf_Atombombe', 0.24263682961463928), ('Atombombenabwurf', 0.24007122218608856), ('Kriegsereignisse', 0.2335863709449768), ('Kriegszeiten', 0.2324407696723938), ('Militaerflieger', 0.23192967474460602), ('Catos', 0.23152001202106476), ('direkter_Nachfolger', 0.22865289449691772), ('Ausbruchs_Ersten', 0.22795340418815613), ('Jagd-U-Boot', 0.2276841402053833), ('Jagdbomber', 0.22740890085697174)] Vielfache 0
multiplier [('186_v', 0.2585201561450958), ('206_v', 0.24549339711666107), ('Koenigsfrieden', 0.24304749071598053), ('Burdigala', 0.23706172406673431), ('Chr_regierte', 0.23613864183425903), ('Pharnakes', 0.2341202050447464), ('219_v', 0.2334466576576233), ('560_v', 0.23050673305988312), ('Claudius_Nero', 0.23037391901016235), ('204_v', 0.23026655614376068)] Multiplikator 0
multitude [('2508', 0.28096234798431396), ('7070', 0.27737483382225037), ('ℳ', 0.2609396278858185), ('Motorrads', 0.2597276568412781), ('3760', 0.25972670316696167), ('118', 0.2558136582374573), ('2396', 0.2552986741065979), ('2770', 0.25343772768974304), ('4560', 0.253341406583786), ('3870', 0.2531132102012634)] Vielzahl 0
multitude [('2508', 0.28096234798431396), ('7070', 0.27737483382225037), ('ℳ', 0.2609396278858185), ('Motorrads', 0.2597276568412781), ('3760', 0.25972670316696167), ('118', 0.2558136582374573), ('2396', 0.2552986741065979), ('2770', 0.25343772768974304), ('4560', 0.253341406583786), ('3870', 0.2531132102012634)] Menge 0
multitude [('2508', 0.28096234798431396), ('7070', 0.27737483382225037), ('ℳ', 0.2609396278858185), ('Motorrads', 0.2597276568412781), ('3760', 0.25972670316696167), ('118', 0.2558136582374573), ('2396', 0.2552986741065979), ('2770', 0.25343772768974304), ('4560', 0.253341406583786), ('3870', 0.2531132102012634)] Vielzahl 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Unmenge 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Unmenge 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Myriaden 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Myriaden 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Unzahl 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Unzahl 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Vielzahl 0
myriad [('Flugstrecke', 0.273459255695343), ('2508', 0.2711319029331207), ('Konstruktionsverdraengung', 0.2653607726097107), ('3810', 0.2635464668273926), ('Kilogramm_wog', 0.26249459385871887), ('Produktionszahl', 0.2623071074485779), ('Widerristhoehe', 0.26082199811935425), ('7070', 0.257094144821167), ('Rumpflaenge', 0.25611597299575806), ('F9', 0.2549378573894501)] Vielzahl 0
N [('Kriegsbeute', 0.19505438208580017), ('Hauptflotte', 0.18954135477542877), ('ausliess', 0.18674375116825104), ('beglueckwuenscht', 0.18554000556468964), ('Hafenstaedte', 0.18327917158603668), ('Napoleon_Bonaparte', 0.18282105028629303), ('mehrere_Monate', 0.18228696286678314), ('Schlussetappe', 0.17917436361312866), ('Katwijk', 0.17604340612888336), ('Treumann', 0.17478244006633759)] N 0
N [('Kriegsbeute', 0.19505438208580017), ('Hauptflotte', 0.18954135477542877), ('ausliess', 0.18674375116825104), ('beglueckwuenscht', 0.18554000556468964), ('Hafenstaedte', 0.18327917158603668), ('Napoleon_Bonaparte', 0.18282105028629303), ('mehrere_Monate', 0.18228696286678314), ('Schlussetappe', 0.17917436361312866), ('Katwijk', 0.17604340612888336), ('Treumann', 0.17478244006633759)] N 0
nail [('dreistuendigen', 0.23783303797245026), ('einstuendigen', 0.22708015143871307), ('Noltes', 0.22509682178497314), ('Apels', 0.22163236141204834), ('philosophischem', 0.21748647093772888), ('aufkommende', 0.21276530623435974), ('vorherrschende', 0.21154223382472992), ('vierstuendigen', 0.21074070036411285), ('Sachlichkeit', 0.20931769907474518), ('stetem', 0.2089191973209381)] Nagel 0
nail [('dreistuendigen', 0.23783303797245026), ('einstuendigen', 0.22708015143871307), ('Noltes', 0.22509682178497314), ('Apels', 0.22163236141204834), ('philosophischem', 0.21748647093772888), ('aufkommende', 0.21276530623435974), ('vorherrschende', 0.21154223382472992), ('vierstuendigen', 0.21074070036411285), ('Sachlichkeit', 0.20931769907474518), ('stetem', 0.2089191973209381)] Nagel 0
nail [('dreistuendigen', 0.23783303797245026), ('einstuendigen', 0.22708015143871307), ('Noltes', 0.22509682178497314), ('Apels', 0.22163236141204834), ('philosophischem', 0.21748647093772888), ('aufkommende', 0.21276530623435974), ('vorherrschende', 0.21154223382472992), ('vierstuendigen', 0.21074070036411285), ('Sachlichkeit', 0.20931769907474518), ('stetem', 0.2089191973209381)] festnageln 0
nail [('dreistuendigen', 0.23783303797245026), ('einstuendigen', 0.22708015143871307), ('Noltes', 0.22509682178497314), ('Apels', 0.22163236141204834), ('philosophischem', 0.21748647093772888), ('aufkommende', 0.21276530623435974), ('vorherrschende', 0.21154223382472992), ('vierstuendigen', 0.21074070036411285), ('Sachlichkeit', 0.20931769907474518), ('stetem', 0.2089191973209381)] festnageln 0
nail [('dreistuendigen', 0.23783303797245026), ('einstuendigen', 0.22708015143871307), ('Noltes', 0.22509682178497314), ('Apels', 0.22163236141204834), ('philosophischem', 0.21748647093772888), ('aufkommende', 0.21276530623435974), ('vorherrschende', 0.21154223382472992), ('vierstuendigen', 0.21074070036411285), ('Sachlichkeit', 0.20931769907474518), ('stetem', 0.2089191973209381)] nageln 0
